tile,mask_type,ratio,trial,mae,rmse,psnr
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,40,0.001238153793151822,0.003158978645666994,50.00906619731541
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,41,0.007902234007709539,0.03976949864897423,28.008997677568
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,42,0.00688543757017394,0.03336331715782398,29.53461552056669
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,43,0.0032868831316246743,0.016674730153717492,35.55882371038684
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,44,0.006510199842135456,0.035271324877303896,29.05156453724523
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,45,0.0010383509844861625,0.0022212085604702727,53.068213228770276
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,46,0.0015408842610332928,0.0037596200504643297,48.497120858491826
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,47,0.0010327449377972157,0.002100760647654963,53.552468531359736
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,48,0.0014565507798692408,0.0028385135907997164,50.93818044064249
PACE_OCI.20250228T112333.L1B.V3_image_139,scattered,0.2,49,0.000982091398159456,0.002882705933623258,50.80399315930116
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,0,0.041286196322486736,0.045273862180972374,26.883049110608063
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,1,0.014325719029357909,0.015434720953380495,36.23002435571097
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,2,0.022580029656659548,0.024604335709130162,32.17976711920535
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,3,0.01969588651032047,0.026205003348379916,31.632315609376334
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,4,0.016192807179420367,0.018181769131667934,34.80727722234703
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,5,0.03364462840212399,0.037665919936982886,28.481028421430565
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,6,0.021867316337698135,0.023719514525144154,32.49788408120494
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,7,0.4359521391372936,0.7310459394234897,2.72110661648614
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,8,0.011869777255950634,0.014115202491712798,37.00625774474051
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,9,0.014328630186517869,0.015404707809960942,36.246930695691326
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,10,0.02741593126495094,0.03641281920076603,28.774913905013673
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,11,0.025869200644243515,0.03436660035034357,29.277268549639096
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,12,0.01740846069796949,0.019412844852358516,34.23821632659816
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,13,0.08143995628667028,0.10031791752810462,19.97242983637562
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,14,0.0192117967435304,0.022579201360353258,32.92582846781853
PACE_OCI.20250228T112333.L1B.V3_image_139,contiguous,0.4,15,0.04739749250737498,0.053016945461263246,25.511705949837513
